source,target
003230,003470
003470,036570
003960,006880
004370,271560
023000,104040
010100,122690
096870,123860
005300,005940
093380,104040
086980,464580
003960,103840
036890,210540
413630,475400
200880,204320
000810,028260
018000,100090
001290,005490
347000,368770
034020,267270
004170,204620
016610,068290
010690,290120
241840,253450
101930,103230
000270,001510
348340,466100
023810,424960
004170,008770
005940,078020
006800,105560
005490,005930
123570,273060
001200,039830
005070,290670
001720,393210
010820,462350
004170,005940
073490,138080
005490,005940
006800,099190
004000,161390
035420,042660
009150,090460
019990,043220
034220,039490
010660,101680
044490,112610
089860,483650
001290,010130
005940,247540
041930,090080
028300,160550
005290,005930
082920,288620
001560,138070
001560,240600
001500,278470
012170,160550
012170,200350
047920,115450
048910,408900
012200,170030
042660,443060
095190,448710
063440,322780
128940,207940
000990,456040
104460,319400
294570,340810
002990,183190
263860,356890
005930,250060
352910,377330
039440,071280
003620,352910
003540,336260
000660,089860
039610,352090
000810,028050
064400,454910
138070,240600
044490,297090
003470,065510
068270,207940
001200,462350
005830,009150
001200,041510
106240,127120
053030,195940
005380,030210
108490,348340
417010,429270
051380,129890
004770,417010
009900,021820
043090,044340
001200,313760
066900,222800
000950,005490
034590,036460
086280,316140
043090,054630
196170,228760
278470,443060
001560,071670
049550,066310
003530,064960
148930,161580
058470,187870
068930,095720
065500,122690
017370,085910
039490,329180
005930,061090
093520,142210
039490,060720
214430,361390
033340,047770
054300,113810
011070,016610
039340,377300
008700,044340
111770,194480
035460,047810
004710,101400
001200,091810
008700,054630
039490,187790
003470,298690
037270,122870
064350,079550
009320,234100
003540,008770
032800,122870
003540,293490
003570,212560
037070,066130
214370,278470
122690,459510
079550,462350
002210,024110
034020,079900
030210,373220
003670,066970
043370,200880
368770,417790
003530,009150
024740,092200
309960,348150
053700,085910
003530,122870
306620,420770
004080,105630
006400,336370
053270,113810
000660,000880
088980,415640
066970,078600
030610,071050
058470,095340
004840,090080
001270,001290
218410,327260
090710,117730
009150,011070
029530,032790
051490,089980
002700,054630
078020,203400
126730,361670
003540,140860
025540,377330
004800,034020
058470,078020
024110,029780
005935,03473K
065450,462350
141080,196170
016360,086520
006800,079550
001510,017960
048910,134580
039490,267250
001620,089470
221840,272210
034730,066570
171010,357780
340930,452190
005930,032830
039490,042660
009150,377300
054540,329180
048430,064960
017390,267290
000270,192650
066590,075180
187270,200230
108320,123860
069960,139480
043200,456040
098460,370090
001200,042700
0091W0,0096B0
066130,234920
001500,326030
003540,454910
061040,078020
005930,026890
058470,068760
096350,105840
007810,015260
000040,074610
105550,265560
006800,196170
009150,030610
005940,033500
035250,114090
090360,425420
014830,030200
013870,122690
205500,331520
092070,241770
001500,005930
011170,298380
006280,039200
024880,105840
051600,094820
003550,064400
003540,041190
067310,330860
001200,030210
001200,003960
128540,317120
066570,096530
030610,257720
000660,071840
010140,039490
041960,179900
012450,484590
291230,362990
187870,393210
243840,312610
036420,079160
004990,089860
267270,377300
033320,045660
006650,051910
036010,219130
000120,011170
161390,271560
000370,104620
012170,068050
043220,049430
046390,054780
006400,267260
001720,161390
056080,466100
047810,462350
039490,072710
033250,310870
016360,034020
068050,253450
001200,388210
017900,072950
001510,034730
012860,336680
003490,005940
065350,248070
033640,036540
033780,034020
038110,053060
0126Z0,030210
011370,093520
091580,243840
000850,101680
005940,010120
005930,095610
066410,121800
000880,006260
000880,039490
006400,028050
046390,160550
277880,372170
001200,007660
046390,200350
005940,183190
045100,054940
277810,454910
005930,055550
241560,317850
251630,254120
048770,319400
003530,003540
003470,041830
001530,066970
012450,452260
066900,127980
032280,042660
006800,317450
016610,234340
032790,065690
001500,028260
000660,0126Z0
005940,038540
003540,035420
030520,034020
025900,131100
004080,041910
027360,195940
000720,005940
000950,004800
020400,241690
019540,123040
001200,161890
010620,067310
005930,316140
017040,298040
271560,443060
003350,016360
005940,403870
030210,035420
079550,448710
046120,051600
006260,078020
000660,096770
007820,319400
090430,267250
040350,051780
005940,035760
323350,412350
005940,103140
005870,274090
117730,455900
122350,270520
010470,048550
084370,240810
003850,100090
351870,362990
147760,424980
001720,086900
032820,046120
009150,267260
003570,013870
145020,293490
030610,069960
002390,051910
078020,092460
003540,105560
010240,015230
105560,138040
003580,067630
020560,104620
039490,298380
004800,078020
003470,005940
008830,138070
008830,240600
053270,093380
011070,012450
020560,272450
065450,448710
015750,200880
008500,040610
042040,219130
000660,032830
005940,012330
061250,900100
009830,052690
000880,004370
005380,250060
017670,488280
355150,429270
007660,196170
002810,130500
267320,299030
016610,067310
145720,248070
322180,389500
034230,090430
030610,039490
003160,420770
078020,373220
004840,163560
299030,378340
001510,125490
015760,035420
033780,187870
011320,308170
041510,122870
020150,336370
317120,352910
094360,187870
006220,085620
000850,007340
001430,306200
001290,016360
000810,036460
033780,402340
065350,101400
024110,078020
051490,243840
127980,222800
053270,104040
222800,353200
100660,101170
077500,092220
001560,024880
451760,474170
039340,090710
003530,078020
008830,071670
005490,460860
097780,100090
005930,066980
047050,255220
251370,353200
289930,361390
006280,006800
097950,200130
005940,066570
045300,092870
115160,134580
272210,484590
042670,317850
045300,089030
064290,420770
035620,160550
455900,466100
035620,200350
108490,466100
104040,123410
004020,006800
053610,323350
005930,285800
046210,187790
003530,247540
001510,329180
000990,003550
009150,030200
032350,034020
001500,030200
007070,008770
016360,078020
016670,078860
004250,263750
003570,122350
011040,207940
000990,039030
000660,095610
000910,075970
003960,248170
033780,078020
082920,336260
093380,123410
000880,195940
003540,347850
005940,036570
090360,454910
000660,055550
274090,361390
039490,278470
089970,168360
034590,053050
084370,311320
034230,123330
049550,096690
046390,068050
001290,353200
012030,413640
035720,293490
009150,126730
254120,488280
001040,030520
085660,092040
009150,090710
122870,352820
009900,073240
010100,011320
010470,362990
000660,316140
006800,042660
030610,139480
003540,348950
195940,326030
001510,080160
018250,214150
000120,039490
004080,419530
006340,103590
241560,267270
009140,248070
036190,126720
059090,079370
012030,034730
000440,004090
049430,138070
049430,240600
068270,253450
007340,101680
059270,160190
000720,105560
001510,042660
091440,320000
011070,373220
025560,131400
034730,336260
024740,033250
036460,117580
003670,336370
003540,051900
001720,030610
0015N0,187790
041920,108860
005930,181710
001500,003530
000670,036560
039490,185750
023530,071840
007110,026040
319400,388720
001720,005930
011700,100660
195990,417970
019210,019990
005380,300080
023810,265560
017670,326030
073010,082740
001130,017810
302430,333620
006800,376300
004270,217500
001290,005180
030200,263860
028300,064350
079370,451220
069080,259960
005940,111110
001200,061090
007660,298040
049430,071670
000950,459510
001040,035760
102710,112290
052690,100090
140860,322310
001200,214450
034020,052690
000270,005930
214320,216050
010470,236810
004690,034590
006260,010120
035720,041190
187870,278470
000270,005940
003540,047810
030000,035000
000100,017670
011170,028260
092220,254490
012330,034020
000370,016610
015760,079550
0126Z0,067390
000660,001040
022100,104460
053610,412350
061970,064520
001200,094360
009830,095910
016920,347000
024850,067630
105560,207940
005930,086520
006110,247540
084730,118990
332290,483650
025540,317120
016580,078020
096770,415640
034940,214270
004800,010120
006260,038540
030210,307950
005930,222800
302440,424760
001510,034220
003530,259960
060310,078350
038880,437730
015760,051900
090360,277810
105740,452280
052020,072990
018500,019540
214270,291230
001430,071840
002350,012330
122690,212560
039340,323410
002990,005940
064290,217190
003350,161890
035620,068050
289930,448710
017800,067390
005940,032350
253590,425420
141080,298380
054920,462860
001570,227100
000150,161390
313760,322000
000150,298380
114190,148930
317120,377330
278470,298380
001530,005070
006400,464280
095700,100790
005940,380550
042670,267270
010140,012450
001440,103590
092440,100660
005930,005935
009150,034730
001500,072870
003470,004170
035760,051900
012450,289930
069620,313760
123040,200880
011700,101170
041510,078020
003470,244920
016610,128940
060250,064260
000880,003550
033170,061970
005930,034020
006800,024880
001720,018260
411080,488280
032750,042110
078020,208140
012330,459510
000950,017940
140670,199430
001560,049430
126640,204320
096690,332370
067390,361390
187220,368770
030200,391710
084730,089850
001040,036570
030610,317330
010120,267250
035720,105560
016610,066970
004170,267250
001510,313760
010470,273060
205500,259960
004020,011300
086390,232140
030210,290650
104200,361570
137400,161580
004710,032750
000660,000990
010660,044780
015260,356860
056190,104460
004270,066570
009680,071850
000720,034730
001290,003490
003530,035760
012280,033530
001440,298040
196170,226950
009150,014910
105560,175330
214270,363260
071970,443060
006260,229640
006340,229640
090430,161890
007660,108490
064960,198940
006800,011200
003540,329180
140070,217500
016610,018880
003540,060720
005870,272210
148930,372170
049550,332370
034730,035420
219130,353200
039340,319400
078020,234340
012860,352910
000660,097950
000810,041020
0015G0,272210
005940,336260
079940,391710
005930,459510
000660,009150
078020,079550
004770,355150
030210,089970
004370,078020
200350,241840
092440,101170
064260,403870
003060,007460
028260,307950
006260,082740
028260,054940
005960,012030
039830,041510
042370,388210
003540,089590
138930,316140
000660,086790
039490,483650
005930,187870
353200,403870
298380,475830
092300,353200
044380,051380
089970,319660
006280,144510
003030,004020
005930,402340
019550,309960
075580,097230
000950,207940
123570,291230
003540,042660
006280,030000
005940,008770
220260,278280
060250,199480
247540,290670
009150,319400
042670,069960
007660,298380
022100,108230
226950,321550
004370,017810
064290,089790
267320,340930
092300,127980
054300,123410
001510,030210
005930,226950
006800,185750
034220,051360
272210,289930
090710,475400
039490,214450
006800,388210
001720,003530
016360,066570
058470,059210
007660,066900
069080,251270
043370,123040
064400,161390
003530,036570
016360,195940
066570,357880
005940,140860
036930,042700
019770,053270
009540,097230
183300,451220
126700,187870
001430,023530
211270,451760
005870,065450
051900,373220
015260,353200
005930,078020
053270,123410
003540,100790
028050,032830
017370,019540
312610,354320
004490,113810
034020,454910
006800,011070
112610,297090
039830,408900
007660,036010
001200,035720
005940,488900
000950,039490
012860,025540
114090,161890
011320,310870
001440,229640
163560,378850
030200,069960
003350,192820
101360,450080
067390,448710
012170,035620
005940,272210
001200,178320
005930,247540
015750,021820
001200,339770
012450,103140
005070,006110
015260,042040
041960,950220
003540,032640
024740,212560
016610,278470
000670,035720
005930,058470
010470,214320
003470,290650
0068Y0,0096B0
003540,034220
394280,432720
196170,207940
006400,016360
000720,018670
005180,035720
005940,041190
066900,323280
000660,003540
001510,161890
090360,199430
024850,115450
101680,138360
003570,308170
187870,336570
030200,039490
025560,425420
361390,451760
005940,241710
033100,062040
030000,048550
004990,097950
035900,182360
019770,023000
030200,330730
016610,060370
009290,014820
016920,417790
084730,087260
318020,417790
000850,044780
085910,200880
001380,040610
042660,272210
035460,221840
031510,041650
005380,005935
001360,082270
044780,417970
056190,108230
003670,047810
009900,086280
466100,475400
020150,121600
019210,043220
001290,0126Z0
086520,950160
439260,479960
029530,093190
079900,241560
006400,051910
041440,079900
089790,420770
004270,024940
034020,035420
003230,244920
101330,105550
221840,462350
001290,031820
053700,200880
005380,034020
000880,451800
030200,452300
034730,051900
000660,187870
004990,286940
006120,210980
187790,216050
038880,377330
004270,066130
003540,298380
078020,298040
089980,354320
003090,006280
032820,083650
090430,214450
001500,073240
008830,049430
005940,035420
042700,051900
293490,483650
000660,402340
044780,129920
017670,034730
005930,347890
016360,415640
012860,377330
055550,105560
003550,066570
128940,288330
030210,298380
012170,227950
003540,241590
005940,010140
034730,302440
001500,016360
035420,035720
035460,067390
009830,043200
052020,368770
032790,096690
016360,090430
001750,012030
052020,318020
034020,105560
000070,0120G0
011210,066410
054630,225190
000430,123700
018500,053700
001200,064350
034230,196170
009830,088350
011080,069960
445180,950160
000500,294630
058650,071840
003470,267250
059120,071280
032640,039490
413630,455900
024910,122690
003470,042660
012450,274090
016610,377300
000950,016610
225190,270660
005930,309960
000660,078020
001040,005930
068270,347850
067570,078590
0068Y0,0096D0
214430,451760
019990,101170
011300,047400
004270,017250
001530,101360
001040,005940
001530,450080
009470,126730
279600,464080
348340,454910
0015G0,079550
277810,298380
004800,298000
033130,127710
033530,123700
000660,247540
015760,298380
009900,043370
001750,002350
348210,420770
005930,241520
016360,383310
082850,900100
278470,483650
004690,036460
007810,066900
373220,402340
003540,090460
001750,042660
005490,306200
004490,093380
003670,121600
033250,092200
001720,036930
003540,278470
036460,078020
003120,078000
090360,140670
333620,452200
209640,320000
002880,040610
007810,036010
006800,033240
140670,475400
005930,010120
067570,126600
001620,002810
272210,474610
051600,105840
087010,277810
001200,034020
003470,032640
012340,361670
011170,018670
066570,128940
001510,483650
010140,443060
080520,303030
005680,361670
207940,373220
034590,117580
003470,033780
006400,030210
006800,061090
281740,417500
064820,073010
326030,347850
114090,192820
329180,439260
001500,011170
003490,091810
035420,064350
486990,488280
206560,289220
059090,336260
006660,215360
059090,114810
005930,403870
025900,220260
090360,108490
089790,217190
001720,100090
277810,475400
005380,078020
007660,194480
005830,005940
006360,010130
095190,289930
277810,278470
001510,214450
003490,011170
001620,067570
000080,005940
028260,298380
000880,347850
000660,003470
039340,338220
001750,034220
008470,019210
003540,007660
078930,267250
005380,247540
006800,383220
005940,079550
005710,016740
079940,411080
003540,011070
021650,130500
009150,017940
006620,347850
011930,029460
004270,006800
217500,950200
254490,440110
227100,348370
003470,041510
005930,474610
003530,008770
001570,217620
080420,263810
030200,456010
037070,054630
109860,210540
024740,122350
052420,439260
005940,051900
000950,298020
105560,373220
003530,005940
004800,160190
046390,227950
003580,278650
099430,468530
082270,383310
127980,323280
032960,294140
010120,033100
000660,469610
199430,475400
003540,475580
005940,088350
072710,402340
001200,187870
000950,006400
034020,047810
071840,139130
072990,347000
079370,183300
007340,138360
004080,111770
018880,039490
003490,030210
377330,464080
361390,474170
000270,001290
001820,126730
005930,066570
175330,402340
017370,053700
058470,213420
035000,048550
030210,030610
001200,280360
000950,003550
288620,382900
011320,024740
010130,054920
001500,002380
232140,425420
010240,210540
017250,225190
172670,405100
034950,352820
030210,034230
101330,336680
000120,003540
051500,241560
000660,001500
001440,005940
030210,086450
016610,064850
005380,121800
011170,016360
004380,195990
097520,187870
016610,030200
017800,138040
036460,267290
073240,143210
087010,196170
069620,136490
005930,060250
086280,200880
015260,092300
038110,053700
039030,089890
000720,030210
200350,317530
253590,306620
003530,041190
006660,234100
160190,454910
355690,368770
019680,068930
003530,241710
001510,095610
065680,200230
001720,016360
016610,383220
227950,253450
317530,403850
317450,469610
032750,248070
010820,289930
000270,073240
010140,010620
093190,131180
035720,298380
001720,352820
115500,356680
001500,089860
001720,058970
009540,078020
011170,051910
034220,128940
002350,009900
013310,053060
080420,357580
000270,016360
003670,051910
014950,486990
137400,372170
001270,034020
017810,037270
144960,240810
078600,096250
036200,083450
001040,003530
000660,035760
089030,217190
078020,278470
001200,017810
001200,272450
092300,219130
096350,100660
010470,237820
232140,253590
077500,190510
003470,02826K
035620,227950
000660,009470
099410,333430
214430,474170
001620,021650
044340,270660
001720,353200
001440,267260
001510,249420
042370,382900
006800,174900
013870,033250
064260,199480
117730,466100
054780,086980
057050,069960
008770,192820
274090,451760
254120,452200
007530,012280
009150,039340
001500,039340
034020,329180
122690,308170
241840,464580
038880,317120
016360,035420
012170,046390
003570,310870
126340,126730
022100,388720
051910,247540
024940,225190
039830,048910
012170,253450
010620,439260
006800,017670
078860,182360
035420,071050
052420,100090
000370,067310
003530,105560
005940,329180
005930,090430
048550,362990
005930,115440
079550,289930
033830,034120
039490,352820
005940,012030
006400,271560
008830,105840
000950,373220
129920,138360
095190,474610
000660,066570
005940,187790
012450,272210
021820,043370
056080,277810
008110,042600
068290,403850
036010,066900
042110,248070
016360,105560
277810,413630
041510,293490
010100,065500
006800,035720
001200,003490
160190,277810
001200,103840
005930,032350
017900,365590
032350,140860
041440,042670
023000,033530
009680,064960
058610,160190
214270,216050
108490,160190
003620,450140
025900,278280
000660,000950
003540,214450
065450,289930
032750,101400
015230,053160
001040,034730
004170,011080
001500,001820
001200,067160
108490,454910
047810,078020
005940,089590
093370,105330
000720,000880
078930,150900
095340,403870
144960,311320
117580,267290
003540,030200
034020,042660
010280,031820
019770,104040
001510,035720
036800,282330
001420,010580
006800,051600
036890,109860
000880,474650
058470,141080
024940,066570
003530,375500
006400,096770
009150,076610
012450,214430
0126Z0,207940
012450,267260
039490,138040
001420,071850
053270,054300
005940,042660
265560,336680
071670,138070
071670,240600
048550,236810
050890,138080
010820,095190
016610,105630
005380,012330
011170,030210
002350,004020
241840,317530
003530,004170
306620,425420
000950,160190
007680,048910
003670,030210
044340,066570
006360,016360
002390,187870
037270,060570
001720,011810
001200,006260
001200,039490
000950,006800
017940,036420
032960,357580
078020,086450
064960,241690
168360,370090
005870,462350
013310,018500
005930,084370
199480,462860
080520,087600
002700,008700
004170,023530
090430,227610
039490,078160
066970,086280
017940,365340
033320,044380
030610,298040
047810,289930
005930,027580
006260,034730
056190,388720
001290,020560
005940,100790
001430,003470
010100,024910
016360,443060
011930,389260
012450,065450
291230,351870
002380,006650
060980,066570
009150,0126Z0
017670,086960
032820,112610
089030,089790
006800,100090
043090,225190
154040,357580
017040,189860
092200,212560
064760,388210
066310,093190
000270,030210
039490,071050
051910,309960
270660,389500
001290,003540
028260,051500
042040,066900
000150,064350
049430,105840
032830,078160
090430,352820
030200,086790
216050,237820
012030,136490
025560,064290
005940,032640
004490,123410
072990,417790
241770,417500
005940,108490
017250,024940
008700,225190
035420,207940
012450,105560
272210,451760
008470,138070
042110,101400
005940,033780
010820,474610
051500,097950
310210,347850
025560,306620
086450,314130
079550,095190
001200,299030
089230,136490
090710,319400
009900,085910
037270,104200
0093G0,0096D0
001200,004370
005930,064260
003530,088350
009150,032830
108490,277810
065510,119610
051900,066970
003540,087010
002700,225190
084180,241560
016360,051900
090360,413630
039490,272450
007110,017800
005680,009470
048550,273060
221800,403550
046390,253450
016360,196170
068050,464580
065450,095190
003540,023530
001200,012330
078020,267260
003490,032830
028300,067630
035460,361390
003530,047810
017370,123040
005930,008770
035420,039490
039490,257720
034230,376900
282880,455180
005940,161390
001510,005830
023810,101330
079550,103140
034230,035250
089140,131400
079370,322180
010140,024880
000880,065770
336260,357580
115610,303030
086520,383310
005930,189300
065130,388720
267260,373220
035900,041510
053700,123040
024740,308170
003470,214450
042700,377300
104460,108230
032640,086790
015760,031210
254120,302430
001500,241560
040300,310200
004490,012280
013030,105740
010140,069920
001200,066570
079550,474610
105840,457550
281820,357780
101170,138070
101170,240600
100090,214330
078890,115160
059090,357580
000150,352820
001720,039340
054540,163280
011320,092200
278470,352820
000660,084370
066910,419530
005930,488900
001510,034020
004770,017900
041440,084180
006800,016360
019680,100220
047810,095190
044380,046970
009900,038110
090710,140670
025540,101330
059090,141080
274090,474170
145210,161390
104040,123700
207940,298040
217270,259960
274400,289220
006260,012030
113810,123410
000810,009150
005930,006800
056080,141080
101930,443060
039490,207940
001500,251970
065450,474610
003540,017670
024940,066130
043360,131180
000210,246960
000270,004080
002350,042660
